Source,Text,Class
kubernetes,ya. i am also hitting some worst case scenario,NL
kubernetes,https://github.com/kubernetes/ingress-nginx,CODE
kubernetes,operator: Exists,CODE
kubernetes,thank you for your advices,NL
kubernetes,"perfect, that's really what we need. We manage the clusterroles for it to bind into the namespaces for service owners, and they can still do their own roles or w/e in that sandbox",NL
kubernetes,name: bugsystem,CODE
kubernetes,"thanks for the answer, I haven't started using helm yet. I am curious, how fast your development lifecycle with this setup and how many people are working with you in this project/cluster?",NL
kubernetes,persistentvolumeclaim jenkins-home-pvc created,CODE
kubernetes,Did you test the postgres connection through the application pod using the DNS name? A good test is doing only the postgres connection in a Hello World application and see how it behaves,NL
kubernetes,https://github.com/stephenh/mirror,CODE
kubernetes,Would everyone recommend SHA-2 or Full Chain (inc. Root) SHA-2 Certificates nowadays?,NL
kubernetes,aww yea - just got my kubecon ticket,NL
kubernetes,pull and start - pull image?,NL_CODE
kubernetes,Probably beind the scenes becuase load balancer service is instant on it while not on aws or gcloud.,NL
kubernetes,"Hi, do you know what may be the reason for load balancer service to take few minutes before it actually starts ELB on aws ?",NL
kubernetes,Defaulting container name to nginx-ingress-controller.,CODE
kubernetes,https://hackernoon.com/graceful-shutdown-in-kubernetes-435b98794461 ?,CODE
kubernetes,22h 41m 33 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 200,LOG
kubernetes,"i think events are limited by time (like last hour)... there should be something like --since, which I was looking for today but didn't find documentation about",NL
kubernetes,@U7MJLP5CL looks like there's an annotation that can configure the ELB to enable proxy protocol. https://github.com/kubernetes/kubernetes/issues/49682,NL_CODE
kubernetes,You should use the external IP,NL
kubernetes,command terminated with exit code 126,CODE
kubernetes,purpose: jenkins-home,CODE
kubernetes,oh.. okay..,NL
kubernetes,"@mettjus i've done it with pdisks, not pvcs so there may be some differences there but i had no problems with deleting cluster1s deployments/statefulsets so that the disk attaches then spinning up the new stuff on the new cluster with the same disk names (you need to give about 5 minutes for everything to detach)",NL
kubernetes,PodPresets are still in alpha. Don't use alpha stuff in your prod cluster.,NL
kubernetes,well as long as it is more usable and less random-failure-y than docker we'll still be happy,NL
kubernetes,ok?,NL
kubernetes,or export the yaml file.. and then delete it.. ;0,NL
kubernetes,"1 service <=> 1 port, u have loads of them...",NL
kubernetes,"Whit my service like that, will I be able to see my other clusters info?",NL
kubernetes,gcloud --quiet config set container/cluster $CLUSTER_NAME_STG,CODE
kubernetes,"@sylr as always, it depends",NL
kubernetes,imagePullPolicy:,CODE
kubernetes,"there is a project to do that, but it's still early",NL
kubernetes,and the less important stuff (cronjob has finished in the past 2 days etc) is whenever,NL
kubernetes,Message,CODE
kubernetes,fair enough!!!,NL
kubernetes,pid /run/nginx.pid,CODE
kubernetes,using GCS with k8s 1.8 and deployment-managed pods,NL
kubernetes,worker_connections 768,CODE
kubernetes,#NAME?,CODE
kubernetes,What does the manifest look like for the ReplicationController?,NL
kubernetes,"kdockery, good point, there's no EXPOSE",NL
kubernetes,Container for backdoor SSH service that allows for sandbox docker environment. Useful for quick development and/or remote access into labs.,NL
kubernetes,@zatricky That looks like a very helpful guide - thanks for that!,NL
kubernetes,it should be the public key of authority,NL
kubernetes,put a wait 1000 and see after,NL
kubernetes,/etc/systemd/system/kube-apiserver.service refers to /var/lib/kubernetes/ca.pem,CODE
kubernetes,"@U7KM8RVMG, you need a network filesystem. NFS, GlusterFS, Ceph (rook) are your options.",NL
kubernetes,how do we remove a configmap? or edit it?,NL
kubernetes,ls works..,NL
kubernetes,345,CODE
kubernetes,kubectl get persistentvolumeclaims is the way to go,NL
kubernetes,I use Ingress like this,NL
kubernetes,thank you,NL
kubernetes,But in my other cluster I don't know how to look at it,NL
kubernetes,which makes everything comes to my nginx only asking for /,NL
kubernetes,@tamal is that you talking about ?,NL
kubernetes,understand - but I also want to figure out why this is broken when the GCP version works fine without any issue,NL
kubernetes,i'd go with exporting an nfs server instead of a fuse mount.,NL
kubernetes,well i am trying to run the command kubectl get componentstatuses still and now the error is the server doesn't have a resource type componentstatuses,NL
kubernetes,that is because your elasticsearch has x-pack enabled,NL
kubernetes,"Ok I've got my deployment, stuff's got an ip associated on the subnet. Any recommendation for a load balancer? I've seen mentions of NodePort, LoadBalancer, and Ingress. Also I suppose I'll need something to map DNS",NL
kubernetes,@smerrill that was my understanding,NL
kubernetes,kubectl create -f cron-job.yaml,CODE
kubernetes,"If you are trying connect in your postgres server from another pod, using the DNS name should work. I",NL
kubernetes,Oct 26 20:19:43 test2-minion-8IcjE kubelet-wrapper[5596]: Error: failed to run Kubelet: could not init cloud provider,CODE
kubernetes,"Hi, guys.",NL
kubernetes,"Hi, I deployed tomat application server in my pod, now I need to deploy a war file. What is the procedure, please suggest..",NL
kubernetes,Ok let me try that,NL
kubernetes,Certificate was generated on the same machine I am trying to use kubectl on,NL
kubernetes,"Does anyone have an opinion on production-level CI/CD in k8s with tools other than Jenkins? I'd like to look at alternatives, but am having issues separating the wheat from the chaff",NL
kubernetes,kubectl has context cluster and namespace can someone explain to me context?,NL
kubernetes,i think i experienced something similar and just needed to wait some more before they got configured correctly,NL
kubernetes,and by credentials you mean?,NL
kubernetes,"think so, bcos command is simlar to entrypoint in docker",NL
kubernetes,in order to access from cluster 2 to cluster 1 you will use the IPADDRESS of the NODE and the port 30000,NL
kubernetes,I see.,NL
kubernetes,thanks,NL
kubernetes,maybe a describe statefulset..,NL
kubernetes,was testing the 1.0.1 version of cri-o which just came out,NL
kubernetes,grep traefik traefik-ingress-service NodePort 10.233.54.87,CODE
kubernetes,Ah right I see,NL
kubernetes,"@zatricky quite, cloud is fine but not always the right solution for everyone. separating yourself from the provider adds complexity, but aids in flexibility",NL
kubernetes,So on API Server you have a certificate which should be signed by some authority,NL
kubernetes,"if I use emptyDir, it works",NL
kubernetes,"kdockery, debian/sid has a 1.7.7 package, (we might see to continue to package it later, or not), I'm mostly trying to get things running for now, figure out how it works",NL
kubernetes,faas-netesd-85895cbddc-qschn 1/1 Running 0 48m,CODE
kubernetes,"being specific, if i am running few pods with simple just index.html on nginx with medium traffic....around 1core, 2-3gb is fine- each node...two node cluster lets say.",NL
kubernetes,"so ideally, it shudnt run /apps/mst/deployments/scripts/app_deploy.sh, but I dont even know if it is because of that...",NL_CODE
kubernetes,just get rid of it!,NL
kubernetes,our own VMs,NL
kubernetes,HTTP/1.1 200 0.97 secs: 49945 bytes ==> GET /,CODE
kubernetes,"Does the Ingress hostname match the cert? If not, nginx won't use the cert.",NL
kubernetes,"@bharath You want to set up a Kubernetes cluster on Windows, or just the kubectl client?",NL
kubernetes,how much is resource hungry master node on-prem? i am on gc and that abstracts...like min spec you would suggest...let's not go application resource usage,NL
kubernetes,@U7JTRT5QS check your kubeconfig file,NL
kubernetes,wow,NL
kubernetes,awww yeah,NL
kubernetes,user root;,CODE
kubernetes,hostPath:,CODE
kubernetes,preferences: {},CODE
kubernetes,gcloud auth activate-service-account --key-file ${PWD}/client-secret.json || die unable to authenticate service account for gcloud,CODE
kubernetes,"kdockery, let me see",NL
kubernetes,Oct 26 16:42:20 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:20.045128 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54072: remote error: tls: bad certificate,LOG
kubernetes,and you don't have the CA.PEM,NL
kubernetes,What cloud platform do you want to use @U7KQ9SBPF,NL
kubernetes,--volume-plugin-dir=/etc/kubernetes/volumeplugins \,CODE
kubernetes,I use a Slack bot deployed as a pod. This will report when the pod changes state from Ready to X,NL
kubernetes,btw great job on this article @U7KM8RVMG https://www.linkedin.com/pulse/automating-docker-container-deployment-github-travis-ci-mike-sparr/,NL_CODE
kubernetes,~/dev/brickblock.io $kubectl -n prod exec -t reverse-proxy-prod-nginx-ingress-controller-2327356158-k8srn '/bin/ls /ingress-controller/ssl',CODE
kubernetes,I need them to pull and start a fresh new one each time one container exits - Do you mean pull new image?,NL
kubernetes,@tamal thanks. this might be what i was looking for,NL
kubernetes,is there a way to avoid it in the future?,NL
kubernetes,and a login app i wrote,NL
kubernetes,Can you confirm you have any pv claims created?,NL
kubernetes,kubectl logs -p <pod>?,CODE
kubernetes,is it possible to mount a container image as a read only volume?,NL
kubernetes,actually i use OIDC and refresh tokens but that is out of the scope of what ur asking so i removed those parts from the config i pasted,NL
kubernetes,then kubectl delete configmap example-redis-config,NL_CODE
kubernetes,cluster dns is for? I'm sure I'll need that at some point but is it really the issue here?,NL
kubernetes,Yes you can do with changing PVC,NL
kubernetes,ahaha this stuff always takes its time,NL
kubernetes,mountPath: /tmp/extra-hosts,CODE
kubernetes,Do you know when kubernetes stop sending traffic to a pod when the pod is being deleted ?,NL
kubernetes,@walteraa you probably have to enable bactch/v1beta1 in your cluster,NL
kubernetes,"Well, basic idea is that you have centralized logging where you can look over them and search",NL
kubernetes,ingress.kubernetes.io/rewrite-target: /,CODE
kubernetes,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif) / break;,CODE
kubernetes,kind: Service apiVersion: v1 metadata: name: influxdb spec: type: NodePort ports: - port: 8086 nodePort: 30000 selector: name: influxdb,CODE
kubernetes,do you really have nodes with 120m of memory?,NL
kubernetes,isn't it easier just to change the script so that the container is killed instead of being stopped (maybe by killing the entrypoint process) so that k8s will automatically spawn a fresh container? sorry if I've misunderstood your requirement,NL
kubernetes,"@liggitt Any suggestion/workaround on this? https://kubernetes.slack.com/archives/C09NXKJKA/p1509028224000370 So, it seems like defining a new ClusterRole that limits to CRUD on namespaces only should be able to achieve what I need in the existing model, right?",NL_CODE
kubernetes,"one more thing, its been 15 minutes since the status of the pod is ContainerCreating",NL
kubernetes,root 612 0.0 0.8 199800 8204 ? Sl 16:59 0:00 ./price-project,CODE
kubernetes,disable swap,NL
kubernetes,httpGet:,CODE
kubernetes,"that was my first thought, too!",NL
kubernetes,The endpoint for the service should be <pod_ip>:5000. The pod being the one that starts with foo-test-dpl-.,NL_CODE
kubernetes,unfortunately I'm in AWS,NL
kubernetes,happy to be of service..,NL
kubernetes,"@liggetm so, with that in mind, it sounds like limiting user access per-namespace isn't really possible? Within-namespace makes sense with RoleBinding, but we're also trying to limit our internal service account to only CRUD Roles and RoleBindings for a specific subset of namespaces. Will gladly contribute docs/examples for this once we get it working.",NL
kubernetes,Do you have a livenessProbe or some other kind of external health check (ELB?) that might be sending a Host header that's not in your nginx configuration?,NL
kubernetes,"yep, if not, i will open a feature request. Let me try ishtio. thanks",NL
kubernetes,"im pretty sure all ipvs calls are done using netlink, so it shouldn't require module paths, as everything should be self-contained in the go binary.",NL
kubernetes,"[{ op: remove, path: /spec/rules/{{ index }} }]",CODE
kubernetes,depends on what you need to do. are u on cloud?,NL
kubernetes,preStop:,CODE
kubernetes,"no, they are cluster-scoped objects",NL
kubernetes,"@U7PGUCT7E: v1beta2 is a kubernetes v1.8 thing, which version of kubernetes are you using?",NL
kubernetes,"but using the above one, elasticsearch gives me the following error: java.nio.file.AccessDeniedException: /data/nodes",NL_LOG
kubernetes,creationTimestamp: null,CODE
kubernetes,"kdockery, I'll try with nginx",NL
kubernetes,yea quotas are a step above me too from what my work entails...that's what I mean though I can't even see the pod to find out what namespace it's in because the pod doesn't even come to life and the statefulset is apparently already created but no where to be found,NL
kubernetes,"Over my dead body, i order packages to work so i cn take them home with me at the end of the day",NL
kubernetes,the certificate-authority is optional but you have to skip ssl checks if you don't use it,NL
kubernetes,@weaseal Thanks,NL
kubernetes,that kind of global configuration goes against kubernetes' paradigm,NL
kubernetes,Help pls with k8s 1.8.0 failed to start api server as below:,NL
kubernetes,$PATH,CODE
kubernetes,I cant rule out rate limit. Do you happen to know if Lets Encrypt is rate limit increase willing?,NL
kubernetes,@ekarlso a subPath may work for you. Check out this thread: https://stackoverflow.com/questions/33415913/whats-the-best-way-to-share-mount-one-file-into-a-pod,NL_CODE
kubernetes,swapoff won't output anything if it succeeds IIRC,NL
kubernetes,yea stick with apply,NL
kubernetes,"Hm, so I discovered the problem. ES can only write to folders that has admin permission. When I changed from root to admin, I could create the logs in the folder",NL
kubernetes,my current config (old) is spawning multiple workers for nginx and php,NL
kubernetes,what image is that?,NL
kubernetes,"nope, I thought it may be fine since I just have one node/master on the same VM",NL
kubernetes,"Ah, try the exec command again",NL
kubernetes,I'm not clear about when a service stops sending traffic to a pod when the pod is being deleted,NL
kubernetes,"Yes, I could mount the docker socket. That's super overkill",NL
kubernetes,wait nevermind.. my clusterrolebinding I have works... I was running into an issue before it was set,NL
kubernetes,yep. is there anykubernetes way or I should run new relic daemon on all pods i.e. configure on docker image?,NL
kubernetes,tl;dr an easier way to handle them besides --namespace=blah or --all-namespaces,NL_CODE
kubernetes,@smerrill do I need to do anything special when installing flannel or do I just roll with:,NL
kubernetes,https://kubernetes.io/docs/concepts/configuration/taint-and-toleration/,CODE
kubernetes,"i mean, 'm no expert, but /bin/sh is asking a shell for no apparent purpose",NL
kubernetes,ingress traffic is traffic that is external to the cluster,NL
kubernetes,"Anyone have an example of what a websocket _backend_ service might look like for the nginx ingress controller? All I can find are examples of the Ingress resource itself, but I want to see the definition of the service referenced by serviceName.",NL
kubernetes,via foo.bar.com only we expose traffic right carldanley,NL
kubernetes,"so im running multiple postgres containers, on different machines in a master/slave configuration - with fleet I used to just be able to submit a new template file, then restart them manually to make sure the master came up first",NL
kubernetes,I can use kubectl great but i cannot proxy at all,NL
kubernetes,https://kubernetes.io/docs/getting-started-guides/windows/,CODE
kubernetes,root 524 0.0 0.3 18200 3104 ? Ss 16:58 0:00 /bin/bash,CODE
kubernetes,"Oh so, how can I get my node ip?",NL
kubernetes,That moment you wake up at 4.55AM to see a Slack alert on your phone of pods crashing left right and centre. What a great Friday Morning.,NL
kubernetes,$ kubectl get pods --all-namespaces |grep busybox,CODE
kubernetes,@kyrias Are you around? I am trying to understand this issue https://github.com/kubernetes/kubernetes/issues/52266 and looking to fix it,NL_CODE
kubernetes,ingress.kubernetes.io/session-cookie-name: blah,CODE
kubernetes,"i do everything on the cluster, helm sets up environments and i've got bi-directional sync to all the containers i'm working on",NL
kubernetes,take a look at this too: https://www.telepresence.io/,NL_CODE
kubernetes,then I don't see how not to lose traffic ...,NL
kubernetes,"That can sometimes happen if binary data gets sent to your terminal. Every once in awhile if you get disconnected from a server or pod it will happen, too.",NL
kubernetes,I seem to be having trouble getting my route53 domain configuration to update after using kops to create a new cluster. Due to this I get timeout issues,NL
kubernetes,no. all traffic will pass through the ingress-controller(s),NL
kubernetes,kubectl get svc nginx-svc -n test,CODE
kubernetes,#NAME?,CODE
kubernetes,"Yeah, I didn't think so. Thanks!",NL
kubernetes,@amulholland I agree with you.I did the Wifi test to understand if it was only an issue deriving from internet connectivity or not and it seems that when It's related to specific IP address on the Ethernet adapter,NL
kubernetes,path: /var/lib/docker/containers,CODE
kubernetes,I guess those resource quotas are there to prevent this from happening,NL
kubernetes,--kubeconfig=/etc/kubernetes/worker-kubeconfig.yaml \,CODE
kubernetes,it restarts just the failing container in the same pod.,NL
kubernetes,"@rochesterinnyc Yes, I believe so",NL
kubernetes,Did it work ?,NL
kubernetes,start=$(date +%s),CODE
kubernetes,Can a pod access a configmap (mount a field as an environment variable for instance) if the configmap lives in a different namespace?,NL
kubernetes,Oct 26 17:37:29 test178-minion-MTvrc kubelet-wrapper[1194]: I1026 17:37:29.570503 1194 client.go:72] Connecting to docker on unix:///var/run/docker.sock,LOG
kubernetes,As a note on this; I just rebuilt it for the hell of it; and it does seem to be related to one of the configuration variables I was using. Not sure which one yet.. I essentially stripped out many variables just to see if that would fix it; and it did.. going to figure out which variable it was..,NL
kubernetes,"np, thanks!",NL
kubernetes,depend on namespace i want use different host (domain). How can i achieve it? 1) Create separate YAML file for each namespace. 2) ConfigMaps? Is it possible? 3) Another method?,NL
kubernetes,ingress.kubernetes.io/affinity: cookie,CODE
kubernetes,"[kubeadm] WARNING: kubeadm is in beta, please do not use it for production clusters.",NL
kubernetes,@masteinhauser yayyyyy,NL
kubernetes,@janst i'm getting an error:,NL
kubernetes,labels:,CODE
kubernetes,"After changing the selector in the service you got an endpoint, but curl waits instead of returning. That's why I'm wondering if a) the app is running correctly or b) if it's actually serving on port 5000.",NL
kubernetes,* kubectl config set-credentials kubelet --client-certificate=/srv/kubernetes/${HOSTNAME}.crt --client-key=/srv/kubernetes/${HOSTNAME}.key --embed-certs=true,CODE
kubernetes,Description=Docker Application Container Engine Documentation=https://docs.docker.com After=network-online.target firewalld.service Wants=network-online.target [Service] Type=notify ExecStart=/usr/bin/dockerd ExecReload=/bin/kill -s HUP $MAINPID LimitNOFILE=infinity LimitNPROC=infinity LimitCORE=infinity TimeoutStartSec=0 Delegate=yes KillMode=process Restart=on-failure StartLimitBurst=3 StartLimitInterval=60s [Install] WantedBy=multi-user.target,CODE
kubernetes,"mine were pdisks so they were defined specifically by their pdisk name, im assumine similar for pvcs as opposed to having it create new ones",NL
kubernetes,prometheus-operator git:(master) helm install --name kube-prometheus --namespace=monitoring helm/kube-prometheus,CODE
kubernetes,looks right,NL
kubernetes,https://kubernetes.io/docs/concepts/workloads/controllers/cron-jobs/,CODE
kubernetes,minReadySeconds: 5,CODE
kubernetes,contexts:,CODE
kubernetes,"but thanks all, information k8s doesn't have ready solution for that helps a lot",NL
kubernetes,do u use ingress?,NL
kubernetes,I'm not sure where to begin.,NL
kubernetes,8h 8m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 8,LOG
kubernetes,still they will be different deployments,NL
kubernetes,oh that worked (annotating route). My desktop still had cookie cached. Tried it on my mobile and every refresh alternates pods.,NL
kubernetes,simplest bit would be a makefile with sed s|@@DOMAIN@@|your_domain.here|g <ingress.yaml | kubectl apply -f /dev/stdin,NL_CODE
kubernetes,"@tamal because deployment restarts the containers when they exit or fail, I need them to pull and start a fresh new one each time one container exits.",NL
kubernetes,What is best approach for logging & monitoring in Kubernetes?,NL
kubernetes,don't know. if nodes are deleted you should see pods pending. looks more like a bug... or maybe api not talking to etcd and so unable to respond in time.... really no idea,NL
kubernetes,"everyone's env is namespaced (via. name, not k8s namespaces)",NL
kubernetes,# restartPolicy: OnFailure,CODE
kubernetes,* kubectl config set-credentials kubelet --certificate-authority=/path/to/ca.pem --token=xyz --embed-certs=true,CODE
kubernetes,command,NL
kubernetes,"you'll have to post your deployment then, i don't have any good ideas",NL
kubernetes,"@U7JTRT5QS I did it on bare metal, not on GCP",NL
kubernetes,"1 service, 1 port",CODE
kubernetes,"Yeah, but is real value gained from moving to Helm? Moving to charts doesnt seem that useful now that its all solved",NL
kubernetes,Type: ConfigMap,CODE
kubernetes,i would think,NL
kubernetes,mountPath: /var/lib/docker/containers,CODE
kubernetes,#NAME?,CODE
kubernetes,kubectl delete service -l app=guestbook,CODE
kubernetes,[root@kubemaster001 pki]# kubectl get ingress NAME HOSTS ADDRESS PORTS AGE sreactpoc * 80 1h [root@kubemaster001 pki]# kubectl describe ingress Name: sreactpoc Namespace: default Address: Default backend: default-http-backend:80 (<none>) Rules: Host Path Backends ---- ---- -------- * / nginxbuyflow:31565 (<none>) /api nginxbuyflow:31565 (<none>) Annotations: rewrite-target: / Events: <none>,CODE
kubernetes,"basically a hardcoded disk name, instead of making kubernetes create the volume for you",NL
kubernetes,as-user-extra: {},CODE
kubernetes,all of the above,NL
kubernetes,@parry I've downloaded the coreos ova for that platform,NL
kubernetes,or is there no way to do something like docker run -v $PWD/foo:/foo bash 'cat /foo' ?,NL_CODE
kubernetes,yha working for now,NL
kubernetes,Its installation probably includes these plugins...,NL
kubernetes,"yeah exactly, they're just disks you see in the UI that are hard coded to your deployment",NL
kubernetes,i've never used pvcs (i dont do any stateful in k8s anymore) so ymmv there,NL
kubernetes,"Perfect, thanks for confirming. Yes, those are where I got the idea to do this for our internal use too. Thank you so very much!",NL
kubernetes,error: error validating nginxbuyflow-servicenewnodeport.yml: error validating data: field spec.ports[0].port for v1.ServicePort is required,LOG
kubernetes,rules:,NL
kubernetes,"grampelberg, oh, no I was trying to create one",NL
kubernetes,"Body: [{Kind:gke,Price:2.35},{Kind:on-prem,Price:1.25}]",CODE
kubernetes,name: hapi,CODE
kubernetes,f,CODE
kubernetes,https://coreos.com/kubernetes/docs/1.0.6/index.html maybe?,CODE
kubernetes,"Oh yes, thanks for correcting me @sleepybrett",NL
kubernetes,$,CODE
kubernetes,"@kwladyka I generally use multiple yaml files, looking forward to generating then with ksonnet",NL
kubernetes,Can podsecuritypolicy be declared by a localuser to only work in local namespaces? I doubt it but wondering for certain use cases.,NL
kubernetes,"does anyone know why kubectl describe queries the events like /api/v1/namespaces/default/events?fieldSelector=involvedObject.uid=bc91cffd-b9d0-11e7-8525-2e6a5c70d9f0,involvedObject.name=nginx-1423793266-qvrqj,nvolvedObject.namespace=default and not just with the involvedObject.uid ?",NL_CODE
kubernetes,The cert is a wild card cert. The hostnames are setup dynamically by helm and are subdomains within that domain.,NL
kubernetes,kubectl calls the api server defined in ~/.kube/config cluster -> server. You just need to force web traffic for that host through your VPN connection.,NL_CODE
kubernetes,@foxie kubectl get events just show scaled down podname and scaled up pdname repeatedly without specifying a reason,NL
kubernetes,Deployment = template for a pod. It cannot create two different pods,NL
kubernetes,context is a concept that is client side kubectl only. it's a combination of user+cluster+namespace. it's useful if you are working switching around environments regularly.,NL
kubernetes,worker_processes: 4,CODE
kubernetes,@smerrill Thanks smerrill,NL
kubernetes,volumes:,CODE
kubernetes,you need to use and Ingress Controller,NL
kubernetes,name: es-fluentd,CODE
kubernetes,Ok.,NL
kubernetes,swapoff /dev/dm-0,CODE
kubernetes,"or linkerd, which comes with opentracing built in",NL
kubernetes,"is it possible to have deployments that are waiting on PVCs to not startup until the Volume is ready? some sort of readiness check for a volume. Its not a big issue, but just causes a lot of noise when spinning up pods with PVCs",NL
kubernetes,but?,NL
kubernetes,https://medium.com/@mtreacher/writing-a-kubernetes-operator-a9b86f19bfb9,CODE
kubernetes,How I can clean this mess I mean all flanneld,NL
kubernetes,I have a nginx pod and it's doing this:,NL
kubernetes,hi all,NL
kubernetes,Creating an ELB takes some time. And it takes additional time for that ELB to determine that the instances behind it are deemed healthy,NL
kubernetes,kubectl version,CODE
kubernetes,usually HTTP whether it is working from the outside etc,NL
kubernetes,I don't think there is anything that will fit your use-case as-is.,NL
kubernetes,"I used your manifests to spin up a deployment and service. All I changed was the image to nginx, and the port to 80. Then I changed the port and targetPort of the service to 80. It works just fine.",NL
kubernetes,"If I *delete* a pod, do(es) *service(s)* that send(s) *traffic* to said pod will *immediately stop forwarding traffic* to it ?",NL
kubernetes,disk usage?,NL
kubernetes,"new to kubernetes, are there mechanisms that allow migration of a pod off a node to another node? ie if we are using EC2 ASGs and we know an instance is going to be scaled in, can we move anything running on that node before it is terminated",NL
kubernetes,"You can't speed up the time AWS takes to create the loadbalancer. There are health check settings in the load balancer itself that drive how long it takes to deem a backend instance as healthy, but I don't believe those settings are exposed in K8s annotations.",NL
kubernetes,yes,NL
kubernetes,does anyone know if support for PodPreset is continued in v1.8?,NL
kubernetes,template:,CODE
kubernetes,thank you guys,NL
kubernetes,kubectl get pod <name> -o yaml,CODE
kubernetes,@ekarlso This guide should contain what you need to do that: https://kubernetes.io/docs/tasks/configure-pod-container/configure-pod-configmap/ See the section titled Add ConfigMap data to a specific path in the Volume,NL_CODE
kubernetes,Version v1.14.3-4-gee838f6,CODE
kubernetes,how is inter-node network setup? Flannel?,NL
kubernetes,serviceAccountName:,CODE
kubernetes,command),CODE
kubernetes,busybox 0/1 Error 1 9m,CODE
kubernetes,yea I think it's great!,NL
kubernetes,bye all..,NL
kubernetes,"My understanding is your cluster still requires an internet connection to function, but I could be wrong. Although I lost a node the other day when a fool in my office removed an ethernet cable from a staging node.",NL
kubernetes,Is it possible to get multiple LoadBalancer type services to all configure and use a single loadbalancer in AWS?,NL
kubernetes,NodePort will expose your port on every node within your cluster and it's limited with specific port range (default: 30000-32767) which makes it not the best solution.,NL
kubernetes,"@mdavidsen exited 34 minutes ago, https://gist.github.com/anonymous/9a776baace59b2b11f5eb97010a8a2b4",NL_CODE
kubernetes,represent the data as bytes,NL
kubernetes,in the events should be more details IMHO,NL
kubernetes,I use ingress too.,NL
kubernetes,aka unsecure self signed certs mess,NL
kubernetes,ah thanks Mate,NL
kubernetes,worker_connections 768;,CODE
kubernetes,"Hi, moving forward on the same issue, is it possible to use ingress.kubernetes.io/server-snippet: annotation on the Ingress to add a custom location to nginx controller??",NL_CODE
kubernetes,should work.,NL
kubernetes,Weird. I think you have a DNS issue. That would explain the MissingClusterDNS Warning.,NL
kubernetes,Thank you!,NL
kubernetes,Has anyone had any luck bypassing istio for egress traffic? Its described here https://istio.io/docs/tasks/traffic-management/egress.html But I cannot get this to work. I understand you can create rules for http but I need TCP traffic and have been having trouble calling external services directly,NL_CODE
kubernetes,kind: Ingress,CODE
kubernetes,Slack bot launched as a pod.,NL
kubernetes,and it's probably 'systemd' not 'system',NL
kubernetes,@3molo What about sudo docker ps on the 'xxyy'?,NL
kubernetes,@U7P7RBJEA are you quoting the port when you curl that? $ curl -l 10.10.10.222:5432,NL_CODE
kubernetes,my previous question is for everyone if you know the answer,NL
kubernetes,Oct 26 16:42:20 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:20.017921 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54070: remote error: tls: bad certificate,LOG
kubernetes,kubectl get persistentvolumes -n blah,CODE
kubernetes,Hi all. How does everyone track who created objects in Kubernetes from an audit perspective? Is there an admission controller that can tack on createdByUser/modifiedByUser?,NL
kubernetes,"@U7MP7D5EV, also what labels do you have on your master?",NL
kubernetes,HTTP/1.1 404 0.23 secs: 19 bytes ==> GET /,CODE
kubernetes,how do I do that?,NL
kubernetes,"Working on upgrading a kube cluster on 1.7.5 to 1.8.1, nodes are hanging on certificate_manager.go:361] Requesting new certificate. Did the cert rotation get enabled by default in 1.8 and how do I get it to receive a cert?",NL_LOG
kubernetes,right,NL
kubernetes,the namespace of a context is the namespace within the cluster you want to use.,NL
kubernetes,selector:,CODE
kubernetes,@high_on_bananas This side we have extensive on-premise resources - but not necessarily a good-enough Internet connection for full production services. End result is we have bw-intensive/latency-sensitive/customer-facing services in the cloud with the rest going on-premises. So we prefer not having our deployment strategy be dependent on specific cloud tech.,NL
kubernetes,kubectl config set-cluster..,CODE
kubernetes,how to check this ?,NL
kubernetes,mountPath: /var/log,CODE
kubernetes,"sorry, it's 1.11.2, 1.12.6, 1.13.1, and 17.03.2 for kubernetes 1.8",NL
kubernetes,gotcha. have to dig into it a bit more. Found this on SO -- https://stackoverflow.com/questions/44663089/how-to-disable-sticky-sessions-in-openshift3 -- so set sticky off but still doing it. Will continue to dig in. thx!,NL_CODE
kubernetes,#NAME?,CODE
kubernetes,"For CICD we use gitlab it is really enterprise friendly, even in community edition. We replaced our buildbot and Jenkins.",NL
kubernetes,great!,NL
kubernetes,Hi @Channel I am trying to create a persistent Volume from a none default storageclass that can be shared between agents. I tried to modify kind: PersistentVolume apiVersion: v1 metadata: name: task-pv-volume-test labels: type: local spec: storageClassName: slow capacity: storage: 10Gi accessModes: - ReadWriteOnce hostPath: path: /tmp/data,NL_CODE
kubernetes,--cluster-dns=10.3.0.10 \,CODE
kubernetes,@mdornfe1 you can see an example here,NL
kubernetes,"if I choose the overlay network, the firewall (pfsense) doesn't need to do anything right?",NL
kubernetes,cant get any,NL
kubernetes,depends...,NL
kubernetes,my logs also seem to be filling up with,NL
kubernetes,metadata:,CODE
kubernetes,i guess that could be a very good reason,NL
kubernetes,"oh... interesting. thanks, I'll check it out.",NL
kubernetes,@U7K7RV0M9 Use probes https://kubernetes.io/docs/tasks/configure-pod-container/configure-liveness-readiness-probes/,NL_CODE
kubernetes,:party_parrot:,CODE
kubernetes,users:,CODE
