ID,Jianwen,Maelick,Jianwen Mixed,Maelick Mixed,notes,Disagreement,Text
923,,,,,,,"@U7KM8RVMG, do you need shared write?"
924,,,,,,,Hey gys
925,,,,,,,yeah kubelet is not starting up / taking long to start up
926,,,,,,,"@mattfarina, what would such a tool do?"
927,,,,,,,@luxas here
928,,,,,,,"is there a way to submit a new manifest for an app, and then handle the pod restarting manually rather than it happening automatically?"
929,,,,,,,Volumes:
930,,,,,,,just a guess. could be anything
931,,,,,,,"Talking about NodePort, I'm having an issue reaching a service I declared with it. https://bpaste.net/show/321a1140ae59"
932,,,,,,,- path: /
933,,,,,,,has anyone tries giving AWS IAM roles to pods during their deployment
934,,,,,,,"interesting, thanks for the answer. Any specific reason as to why you are not using minikube with your cluster(s) for dev?"
935,,,,,,,will do. thanks
936,,,,,,,does the same namespace limitation for ConfigMaps apply to PodPresets as well?
937,,,,,,,Hi everyone so I have this issue...and I have no idea what is happening I need some assistance.
938,,,,,,,ya. i am also hitting some worst case scenario
939,,,,,,,https://github.com/kubernetes/ingress-nginx
940,,,,,,,operator: Exists
941,,,,,,,thank you for your advices
942,,,,,,,"perfect, that's really what we need. We manage the clusterroles for it to bind into the namespaces for service owners, and they can still do their own roles or w/e in that sandbox"
943,,,,,,,name: bugsystem
944,,,,,,,"thanks for the answer, I haven't started using helm yet. I am curious, how fast your development lifecycle with this setup and how many people are working with you in this project/cluster?"
945,,,,,,,persistentvolumeclaim jenkins-home-pvc created
946,,,,,,,Did you test the postgres connection through the application pod using the DNS name? A good test is doing only the postgres connection in a Hello World application and see how it behaves
947,,,,,,,https://github.com/stephenh/mirror
948,,,,,,,Would everyone recommend SHA-2 or Full Chain (inc. Root) SHA-2 Certificates nowadays?
949,,,,,,,aww yea - just got my kubecon ticket
950,,,,,,,pull and start - pull image?
951,,,,,,,Probably beind the scenes becuase load balancer service is instant on it while not on aws or gcloud.
952,,,,,,,"Hi, do you know what may be the reason for load balancer service to take few minutes before it actually starts ELB on aws ?"
953,,,,,,,Defaulting container name to nginx-ingress-controller.
954,,,,,,,https://hackernoon.com/graceful-shutdown-in-kubernetes-435b98794461 ?
955,,,,,,,22h 41m 33 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 200
956,,,,,,,"i think events are limited by time (like last hour)... there should be something like --since, which I was looking for today but didn't find documentation about"
957,,,,,,,@U7MJLP5CL looks like there's an annotation that can configure the ELB to enable proxy protocol. https://github.com/kubernetes/kubernetes/issues/49682
958,,,,,,,You should use the external IP
959,,,,,,,command terminated with exit code 126
960,,,,,,,purpose: jenkins-home
961,,,,,,,oh.. okay..
962,,,,,,,"@mettjus i've done it with pdisks, not pvcs so there may be some differences there but i had no problems with deleting cluster1s deployments/statefulsets so that the disk attaches then spinning up the new stuff on the new cluster with the same disk names (you need to give about 5 minutes for everything to detach)"
963,,,,,,,PodPresets are still in alpha. Don't use alpha stuff in your prod cluster.
964,,,,,,,well as long as it is more usable and less random-failure-y than docker we'll still be happy
965,,,,,,,ok?
966,,,,,,,or export the yaml file.. and then delete it.. ;0
967,,,,,,,"1 service <=> 1 port, u have loads of them..."
968,,,,,,,"Whit my service like that, will I be able to see my other clusters info?"
969,,,,,,,gcloud --quiet config set container/cluster $CLUSTER_NAME_STG
970,,,,,,,"@sylr as always, it depends"
971,,,,,,,imagePullPolicy:
972,,,,,,,"there is a project to do that, but it's still early"
973,,,,,,,and the less important stuff (cronjob has finished in the past 2 days etc) is whenever
974,,,,,,,Message
975,,,,,,,fair enough!!!
976,,,,,,,pid /run/nginx.pid
977,,,,,,,using GCS with k8s 1.8 and deployment-managed pods
978,,,,,,,worker_connections 768
979,,,,,,,- key: node-role.kubernetes.io/master
980,,,,,,,What does the manifest look like for the ReplicationController?
981,,,,,,,"kdockery, good point, there's no EXPOSE"
982,,,,,,,Container for backdoor SSH service that allows for sandbox docker environment. Useful for quick development and/or remote access into labs.
983,,,,,,,@zatricky That looks like a very helpful guide - thanks for that!
984,,,,,,,it should be the public key of authority
985,,,,,,,put a wait 1000 and see after
986,,,,,,,/etc/systemd/system/kube-apiserver.service refers to /var/lib/kubernetes/ca.pem
987,,,,,,,"@U7KM8RVMG, you need a network filesystem. NFS, GlusterFS, Ceph (rook) are your options."
988,,,,,,,how do we remove a configmap? or edit it?
989,,,,,,,ls works..
990,,,,,,,345
991,,,,,,,kubectl get persistentvolumeclaims is the way to go
992,,,,,,,I use Ingress like this
993,,,,,,,thank you
994,,,,,,,But in my other cluster I don't know how to look at it
995,,,,,,,which makes everything comes to my nginx only asking for /
996,,,,,,,@tamal is that you talking about ?
997,,,,,,,understand - but I also want to figure out why this is broken when the GCP version works fine without any issue
998,,,,,,,i'd go with exporting an nfs server instead of a fuse mount.
999,,,,,,,well i am trying to run the command kubectl get componentstatuses still and now the error is the server doesn't have a resource type componentstatuses
1000,,,,,,,that is because your elasticsearch has x-pack enabled
1001,,,,,,,"Ok I've got my deployment, stuff's got an ip associated on the subnet. Any recommendation for a load balancer? I've seen mentions of NodePort, LoadBalancer, and Ingress. Also I suppose I'll need something to map DNS"
1002,,,,,,,@smerrill that was my understanding
1003,,,,,,,kubectl create -f cron-job.yaml
1004,,,,,,,"If you are trying connect in your postgres server from another pod, using the DNS name should work. I"
1005,,,,,,,Oct 26 20:19:43 test2-minion-8IcjE kubelet-wrapper[5596]: Error: failed to run Kubelet: could not init cloud provider
1006,,,,,,,"Hi, guys."
1007,,,,,,,"Hi, I deployed tomat application server in my pod, now I need to deploy a war file. What is the procedure, please suggest.."
1008,,,,,,,Ok let me try that
1009,,,,,,,Certificate was generated on the same machine I am trying to use kubectl on
1010,,,,,,,"Does anyone have an opinion on production-level CI/CD in k8s with tools other than Jenkins? I'd like to look at alternatives, but am having issues separating the wheat from the chaff"
1011,,,,,,,kubectl has context cluster and namespace can someone explain to me context?
1012,,,,,,,i think i experienced something similar and just needed to wait some more before they got configured correctly
1013,,,,,,,and by credentials you mean?
1014,,,,,,,"think so, bcos command is simlar to entrypoint in docker"
1015,,,,,,,in order to access from cluster 2 to cluster 1 you will use the IPADDRESS of the NODE and the port 30000
1016,,,,,,,I see.
1017,,,,,,,thanks
1018,,,,,,,maybe a describe statefulset..
1019,,,,,,,was testing the 1.0.1 version of cri-o which just came out
1020,,,,,,,grep traefik traefik-ingress-service NodePort 10.233.54.87
1021,,,,,,,Ah right I see
1022,,,,,,,"@zatricky quite, cloud is fine but not always the right solution for everyone. separating yourself from the provider adds complexity, but aids in flexibility"
1023,,,,,,,So on API Server you have a certificate which should be signed by some authority
1024,,,,,,,"if I use emptyDir, it works"
1025,,,,,,,"kdockery, debian/sid has a 1.7.7 package, (we might see to continue to package it later, or not), I'm mostly trying to get things running for now, figure out how it works"
1026,,,,,,,faas-netesd-85895cbddc-qschn 1/1 Running 0 48m
1027,,,,,,,"being specific, if i am running few pods with simple just index.html on nginx with medium traffic....around 1core, 2-3gb is fine- each node...two node cluster lets say."
1028,,,,,,,"so ideally, it shudnt run /apps/mst/deployments/scripts/app_deploy.sh, but I dont even know if it is because of that..."
1029,,,,,,,just get rid of it!
1030,,,,,,,our own VMs
1031,,,,,,,HTTP/1.1 200 0.97 secs: 49945 bytes ==> GET /
1032,,,,,,,"Does the Ingress hostname match the cert? If not, nginx won't use the cert."
1033,,,,,,,"@bharath You want to set up a Kubernetes cluster on Windows, or just the kubectl client?"
1034,,,,,,,how much is resource hungry master node on-prem? i am on gc and that abstracts...like min spec you would suggest...let's not go application resource usage
1035,,,,,,,@U7JTRT5QS check your kubeconfig file
1036,,,,,,,wow
1037,,,,,,,awww yeah
1038,,,,,,,user root;
1039,,,,,,,hostPath:
1040,,,,,,,preferences: {}
1041,,,,,,,gcloud auth activate-service-account --key-file ${PWD}/client-secret.json || die unable to authenticate service account for gcloud
1042,,,,,,,"kdockery, let me see"
1043,,,,,,,Oct 26 16:42:20 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:20.045128 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54072: remote error: tls: bad certificate
1044,,,,,,,and you don't have the CA.PEM
1045,,,,,,,What cloud platform do you want to use @U7KQ9SBPF
1046,,,,,,,--volume-plugin-dir=/etc/kubernetes/volumeplugins \
1047,,,,,,,I use a Slack bot deployed as a pod. This will report when the pod changes state from Ready to X
1048,,,,,,,btw great job on this article @U7KM8RVMG https://www.linkedin.com/pulse/automating-docker-container-deployment-github-travis-ci-mike-sparr/
1049,,,,,,,~/dev/brickblock.io $kubectl -n prod exec -t reverse-proxy-prod-nginx-ingress-controller-2327356158-k8srn '/bin/ls /ingress-controller/ssl'
1050,,,,,,,I need them to pull and start a fresh new one each time one container exits - Do you mean pull new image?
1051,,,,,,,@tamal thanks. this might be what i was looking for
1052,,,,,,,is there a way to avoid it in the future?
1053,,,,,,,and a login app i wrote
1054,,,,,,,Can you confirm you have any pv claims created?
1055,,,,,,,kubectl logs -p <pod>?
1056,,,,,,,is it possible to mount a container image as a read only volume?
1057,,,,,,,actually i use OIDC and refresh tokens but that is out of the scope of what ur asking so i removed those parts from the config i pasted
1058,,,,,,,then kubectl delete configmap example-redis-config
1059,,,,,,,cluster dns is for? I'm sure I'll need that at some point but is it really the issue here?
1060,,,,,,,Yes you can do with changing PVC
1061,,,,,,,ahaha this stuff always takes its time
1062,,,,,,,mountPath: /tmp/extra-hosts
1063,,,,,,,Do you know when kubernetes stop sending traffic to a pod when the pod is being deleted ?
1064,,,,,,,@walteraa you probably have to enable bactch/v1beta1 in your cluster
1065,,,,,,,"Well, basic idea is that you have centralized logging where you can look over them and search"
1066,,,,,,,ingress.kubernetes.io/rewrite-target: /
1067,,,,,,,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif) / break;
1068,,,,,,,kind: Service apiVersion: v1 metadata: name: influxdb spec: type: NodePort ports: - port: 8086 nodePort: 30000 selector: name: influxdb
1069,,,,,,,do you really have nodes with 120m of memory?
1070,,,,,,,isn't it easier just to change the script so that the container is killed instead of being stopped (maybe by killing the entrypoint process) so that k8s will automatically spawn a fresh container? sorry if I've misunderstood your requirement
1071,,,,,,,"@liggitt Any suggestion/workaround on this? https://kubernetes.slack.com/archives/C09NXKJKA/p1509028224000370 So, it seems like defining a new ClusterRole that limits to CRUD on namespaces only should be able to achieve what I need in the existing model, right?"
1072,,,,,,,"one more thing, its been 15 minutes since the status of the pod is ContainerCreating"
1073,,,,,,,root 612 0.0 0.8 199800 8204 ? Sl 16:59 0:00 ./price-project
1074,,,,,,,disable swap
1075,,,,,,,httpGet:
1076,,,,,,,"that was my first thought, too!"
1077,,,,,,,The endpoint for the service should be <pod_ip>:5000. The pod being the one that starts with foo-test-dpl-.
1078,,,,,,,unfortunately I'm in AWS
1079,,,,,,,happy to be of service..
1080,,,,,,,"@liggetm so, with that in mind, it sounds like limiting user access per-namespace isn't really possible? Within-namespace makes sense with RoleBinding, but we're also trying to limit our internal service account to only CRUD Roles and RoleBindings for a specific subset of namespaces. Will gladly contribute docs/examples for this once we get it working."
1081,,,,,,,Do you have a livenessProbe or some other kind of external health check (ELB?) that might be sending a Host header that's not in your nginx configuration?
1082,,,,,,,"yep, if not, i will open a feature request. Let me try ishtio. thanks"
1083,,,,,,,"im pretty sure all ipvs calls are done using netlink, so it shouldn't require module paths, as everything should be self-contained in the go binary."
1084,,,,,,,"[{ op: remove, path: /spec/rules/{{ index }} }]"
1085,,,,,,,depends on what you need to do. are u on cloud?
1086,,,,,,,preStop:
1087,,,,,,,"no, they are cluster-scoped objects"
1088,,,,,,,"@U7PGUCT7E: v1beta2 is a kubernetes v1.8 thing, which version of kubernetes are you using?"
1089,,,,,,,"but using the above one, elasticsearch gives me the following error: java.nio.file.AccessDeniedException: /data/nodes"
1090,,,,,,,creationTimestamp: null
1091,,,,,,,"kdockery, I'll try with nginx"
1092,,,,,,,yea quotas are a step above me too from what my work entails...that's what I mean though I can't even see the pod to find out what namespace it's in because the pod doesn't even come to life and the statefulset is apparently already created but no where to be found
1093,,,,,,,"Over my dead body, i order packages to work so i cn take them home with me at the end of the day"
1094,,,,,,,the certificate-authority is optional but you have to skip ssl checks if you don't use it
1095,,,,,,,@weaseal Thanks
1096,,,,,,,that kind of global configuration goes against kubernetes' paradigm
1097,,,,,,,Help pls with k8s 1.8.0 failed to start api server as below:
1098,,,,,,,$PATH
1099,,,,,,,I cant rule out rate limit. Do you happen to know if Lets Encrypt is rate limit increase willing?
1100,,,,,,,@ekarlso a subPath may work for you. Check out this thread: https://stackoverflow.com/questions/33415913/whats-the-best-way-to-share-mount-one-file-into-a-pod
1101,,,,,,,swapoff won't output anything if it succeeds IIRC
1102,,,,,,,yea stick with apply
1103,,,,,,,"Hm, so I discovered the problem. ES can only write to folders that has admin permission. When I changed from root to admin, I could create the logs in the folder"
1104,,,,,,,my current config (old) is spawning multiple workers for nginx and php
1105,,,,,,,what image is that?
1106,,,,,,,"nope, I thought it may be fine since I just have one node/master on the same VM"
1107,,,,,,,"Ah, try the exec command again"
1108,,,,,,,I'm not clear about when a service stops sending traffic to a pod when the pod is being deleted
1109,,,,,,,"Yes, I could mount the docker socket. That's super overkill"
1110,,,,,,,wait nevermind.. my clusterrolebinding I have works... I was running into an issue before it was set
1111,,,,,,,yep. is there anykubernetes way or I should run new relic daemon on all pods i.e. configure on docker image?
1112,,,,,,,tl;dr an easier way to handle them besides --namespace=blah or --all-namespaces
1113,,,,,,,@smerrill do I need to do anything special when installing flannel or do I just roll with:
1114,,,,,,,https://kubernetes.io/docs/concepts/configuration/taint-and-toleration/
1115,,,,,,,"i mean, 'm no expert, but /bin/sh is asking a shell for no apparent purpose"
1116,,,,,,,ingress traffic is traffic that is external to the cluster
1117,,,,,,,"Anyone have an example of what a websocket _backend_ service might look like for the nginx ingress controller? All I can find are examples of the Ingress resource itself, but I want to see the definition of the service referenced by serviceName."
1118,,,,,,,via foo.bar.com only we expose traffic right carldanley
1119,,,,,,,"so im running multiple postgres containers, on different machines in a master/slave configuration - with fleet I used to just be able to submit a new template file, then restart them manually to make sure the master came up first"
1120,,,,,,,I can use kubectl great but i cannot proxy at all
1121,,,,,,,https://kubernetes.io/docs/getting-started-guides/windows/
1122,,,,,,,root 524 0.0 0.3 18200 3104 ? Ss 16:58 0:00 /bin/bash
1123,,,,,,,"Oh so, how can I get my node ip?"
1124,,,,,,,That moment you wake up at 4.55AM to see a Slack alert on your phone of pods crashing left right and centre. What a great Friday Morning.
1125,,,,,,,$ kubectl get pods --all-namespaces |grep busybox
1126,,,,,,,@kyrias Are you around? I am trying to understand this issue https://github.com/kubernetes/kubernetes/issues/52266 and looking to fix it
1127,,,,,,,ingress.kubernetes.io/session-cookie-name: blah
1128,,,,,,,"i do everything on the cluster, helm sets up environments and i've got bi-directional sync to all the containers i'm working on"
1129,,,,,,,take a look at this too: https://www.telepresence.io/
1130,,,,,,,then I don't see how not to lose traffic ...
1131,,,,,,,"That can sometimes happen if binary data gets sent to your terminal. Every once in awhile if you get disconnected from a server or pod it will happen, too."
1132,,,,,,,I seem to be having trouble getting my route53 domain configuration to update after using kops to create a new cluster. Due to this I get timeout issues
1133,,,,,,,no. all traffic will pass through the ingress-controller(s)
1134,,,,,,,kubectl get svc nginx-svc -n test
1135,,,,,,,- name: ELASTICSEARCH_HOST
1136,,,,,,,"Yeah, I didn't think so. Thanks!"
1137,,,,,,,@amulholland I agree with you.I did the Wifi test to understand if it was only an issue deriving from internet connectivity or not and it seems that when It's related to specific IP address on the Ethernet adapter
1138,,,,,,,path: /var/lib/docker/containers
1139,,,,,,,I guess those resource quotas are there to prevent this from happening
1140,,,,,,,--kubeconfig=/etc/kubernetes/worker-kubeconfig.yaml \
1141,,,,,,,it restarts just the failing container in the same pod.
1142,,,,,,,"@rochesterinnyc Yes, I believe so"
1143,,,,,,,Did it work ?
1144,,,,,,,start=$(date +%s)
1145,,,,,,,Can a pod access a configmap (mount a field as an environment variable for instance) if the configmap lives in a different namespace?
1146,,,,,,,Oct 26 17:37:29 test178-minion-MTvrc kubelet-wrapper[1194]: I1026 17:37:29.570503 1194 client.go:72] Connecting to docker on unix:///var/run/docker.sock
1147,,,,,,,As a note on this; I just rebuilt it for the hell of it; and it does seem to be related to one of the configuration variables I was using. Not sure which one yet.. I essentially stripped out many variables just to see if that would fix it; and it did.. going to figure out which variable it was..
1148,,,,,,,"np, thanks!"
1149,,,,,,,depend on namespace i want use different host (domain). How can i achieve it? 1) Create separate YAML file for each namespace. 2) ConfigMaps? Is it possible? 3) Another method?
1150,,,,,,,ingress.kubernetes.io/affinity: cookie
1151,,,,,,,"[kubeadm] WARNING: kubeadm is in beta, please do not use it for production clusters."
1152,,,,,,,@masteinhauser yayyyyy
1153,,,,,,,@janst i'm getting an error:
1154,,,,,,,labels:
1155,,,,,,,"After changing the selector in the service you got an endpoint, but curl waits instead of returning. That's why I'm wondering if a) the app is running correctly or b) if it's actually serving on port 5000."
1156,,,,,,,* kubectl config set-credentials kubelet --client-certificate=/srv/kubernetes/${HOSTNAME}.crt --client-key=/srv/kubernetes/${HOSTNAME}.key --embed-certs=true
1157,,,,,,,Description=Docker Application Container Engine Documentation=https://docs.docker.com After=network-online.target firewalld.service Wants=network-online.target [Service] Type=notify ExecStart=/usr/bin/dockerd ExecReload=/bin/kill -s HUP $MAINPID LimitNOFILE=infinity LimitNPROC=infinity LimitCORE=infinity TimeoutStartSec=0 Delegate=yes KillMode=process Restart=on-failure StartLimitBurst=3 StartLimitInterval=60s [Install] WantedBy=multi-user.target
1158,,,,,,,"mine were pdisks so they were defined specifically by their pdisk name, im assumine similar for pvcs as opposed to having it create new ones"
1159,,,,,,,prometheus-operator git:(master) helm install --name kube-prometheus --namespace=monitoring helm/kube-prometheus
1160,,,,,,,looks right
1161,,,,,,,https://kubernetes.io/docs/concepts/workloads/controllers/cron-jobs/
1162,,,,,,,minReadySeconds: 5
1163,,,,,,,contexts:
1164,,,,,,,"but thanks all, information k8s doesn't have ready solution for that helps a lot"
1165,,,,,,,do u use ingress?
1166,,,,,,,I'm not sure where to begin.
1167,,,,,,,8h 8m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 8
1168,,,,,,,still they will be different deployments
1169,,,,,,,oh that worked (annotating route). My desktop still had cookie cached. Tried it on my mobile and every refresh alternates pods.
1170,,,,,,,simplest bit would be a makefile with sed s|@@DOMAIN@@|your_domain.here|g <ingress.yaml | kubectl apply -f /dev/stdin
1171,,,,,,,"@tamal because deployment restarts the containers when they exit or fail, I need them to pull and start a fresh new one each time one container exits."
1172,,,,,,,What is best approach for logging & monitoring in Kubernetes?
1173,,,,,,,don't know. if nodes are deleted you should see pods pending. looks more like a bug... or maybe api not talking to etcd and so unable to respond in time.... really no idea
1174,,,,,,,"everyone's env is namespaced (via. name, not k8s namespaces)"
1175,,,,,,,# restartPolicy: OnFailure
1176,,,,,,,* kubectl config set-credentials kubelet --certificate-authority=/path/to/ca.pem --token=xyz --embed-certs=true
1177,,,,,,,command
1178,,,,,,,"you'll have to post your deployment then, i don't have any good ideas"
1179,,,,,,,"@U7JTRT5QS I did it on bare metal, not on GCP"
1180,,,,,,,"1 service, 1 port"
1181,,,,,,,"Yeah, but is real value gained from moving to Helm? Moving to charts doesnt seem that useful now that its all solved"
1182,,,,,,,Type: ConfigMap
1183,,,,,,,i would think
1184,,,,,,,mountPath: /var/lib/docker/containers
1185,,,,,,,- ReadWriteOnce
1186,,,,,,,kubectl delete service -l app=guestbook
1187,,,,,,,[root@kubemaster001 pki]# kubectl get ingress NAME HOSTS ADDRESS PORTS AGE sreactpoc * 80 1h [root@kubemaster001 pki]# kubectl describe ingress Name: sreactpoc Namespace: default Address: Default backend: default-http-backend:80 (<none>) Rules: Host Path Backends ---- ---- -------- * / nginxbuyflow:31565 (<none>) /api nginxbuyflow:31565 (<none>) Annotations: rewrite-target: / Events: <none>
1188,,,,,,,"basically a hardcoded disk name, instead of making kubernetes create the volume for you"
1189,,,,,,,as-user-extra: {}
1190,,,,,,,all of the above
1191,,,,,,,@parry I've downloaded the coreos ova for that platform
1192,,,,,,,or is there no way to do something like docker run -v $PWD/foo:/foo bash 'cat /foo' ?
1193,,,,,,,yha working for now
1194,,,,,,,Its installation probably includes these plugins...
1195,,,,,,,"yeah exactly, they're just disks you see in the UI that are hard coded to your deployment"
1196,,,,,,,i've never used pvcs (i dont do any stateful in k8s anymore) so ymmv there
1197,,,,,,,"Perfect, thanks for confirming. Yes, those are where I got the idea to do this for our internal use too. Thank you so very much!"
1198,,,,,,,error: error validating nginxbuyflow-servicenewnodeport.yml: error validating data: field spec.ports[0].port for v1.ServicePort is required
1199,,,,,,,rules:
1200,,,,,,,"grampelberg, oh, no I was trying to create one"
1201,,,,,,,"Body: [{Kind:gke,Price:2.35},{Kind:on-prem,Price:1.25}]"
1202,,,,,,,name: hapi
1203,,,,,,,f
1204,,,,,,,https://coreos.com/kubernetes/docs/1.0.6/index.html maybe?
1205,,,,,,,"Oh yes, thanks for correcting me @sleepybrett"
1206,,,,,,,$
1207,,,,,,,"@kwladyka I generally use multiple yaml files, looking forward to generating then with ksonnet"
1208,,,,,,,Can podsecuritypolicy be declared by a localuser to only work in local namespaces? I doubt it but wondering for certain use cases.
1209,,,,,,,"does anyone know why kubectl describe queries the events like /api/v1/namespaces/default/events?fieldSelector=involvedObject.uid=bc91cffd-b9d0-11e7-8525-2e6a5c70d9f0,involvedObject.name=nginx-1423793266-qvrqj,nvolvedObject.namespace=default and not just with the involvedObject.uid ?"
1210,,,,,,,The cert is a wild card cert. The hostnames are setup dynamically by helm and are subdomains within that domain.
1211,,,,,,,kubectl calls the api server defined in ~/.kube/config cluster -> server. You just need to force web traffic for that host through your VPN connection.
1212,,,,,,,@foxie kubectl get events just show scaled down podname and scaled up pdname repeatedly without specifying a reason
1213,,,,,,,Deployment = template for a pod. It cannot create two different pods
1214,,,,,,,context is a concept that is client side kubectl only. it's a combination of user+cluster+namespace. it's useful if you are working switching around environments regularly.
1215,,,,,,,worker_processes: 4
1216,,,,,,,@smerrill Thanks smerrill
1217,,,,,,,volumes:
1218,,,,,,,you need to use and Ingress Controller
1219,,,,,,,name: es-fluentd
1220,,,,,,,Ok.
1221,,,,,,,swapoff /dev/dm-0
1222,,,,,,,"or linkerd, which comes with opentracing built in"
1223,,,,,,,"is it possible to have deployments that are waiting on PVCs to not startup until the Volume is ready? some sort of readiness check for a volume. Its not a big issue, but just causes a lot of noise when spinning up pods with PVCs"
1224,,,,,,,but?
1225,,,,,,,https://medium.com/@mtreacher/writing-a-kubernetes-operator-a9b86f19bfb9
1226,,,,,,,How I can clean this mess I mean all flanneld
1227,,,,,,,I have a nginx pod and it's doing this:
1228,,,,,,,hi all
1229,,,,,,,Creating an ELB takes some time. And it takes additional time for that ELB to determine that the instances behind it are deemed healthy
1230,,,,,,,kubectl version
1231,,,,,,,usually HTTP whether it is working from the outside etc
1232,,,,,,,I don't think there is anything that will fit your use-case as-is.
1233,,,,,,,"I used your manifests to spin up a deployment and service. All I changed was the image to nginx, and the port to 80. Then I changed the port and targetPort of the service to 80. It works just fine."
1234,,,,,,,"If I *delete* a pod, do(es) *service(s)* that send(s) *traffic* to said pod will *immediately stop forwarding traffic* to it ?"
1235,,,,,,,disk usage?
1236,,,,,,,"new to kubernetes, are there mechanisms that allow migration of a pod off a node to another node? ie if we are using EC2 ASGs and we know an instance is going to be scaled in, can we move anything running on that node before it is terminated"
1237,,,,,,,"You can't speed up the time AWS takes to create the loadbalancer. There are health check settings in the load balancer itself that drive how long it takes to deem a backend instance as healthy, but I don't believe those settings are exposed in K8s annotations."
1238,,,,,,,yes
1239,,,,,,,does anyone know if support for PodPreset is continued in v1.8?
1240,,,,,,,template:
1241,,,,,,,thank you guys
1242,,,,,,,kubectl get pod <name> -o yaml
1243,,,,,,,@ekarlso This guide should contain what you need to do that: https://kubernetes.io/docs/tasks/configure-pod-container/configure-pod-configmap/ See the section titled Add ConfigMap data to a specific path in the Volume
1244,,,,,,,Version v1.14.3-4-gee838f6
1245,,,,,,,how is inter-node network setup? Flannel?
1246,,,,,,,serviceAccountName:
1247,,,,,,,command)
1248,,,,,,,busybox 0/1 Error 1 9m
1249,,,,,,,yea I think it's great!
1250,,,,,,,bye all..
1251,,,,,,,"My understanding is your cluster still requires an internet connection to function, but I could be wrong. Although I lost a node the other day when a fool in my office removed an ethernet cable from a staging node."
1252,,,,,,,Is it possible to get multiple LoadBalancer type services to all configure and use a single loadbalancer in AWS?
1253,,,,,,,NodePort will expose your port on every node within your cluster and it's limited with specific port range (default: 30000-32767) which makes it not the best solution.
1254,,,,,,,"@mdavidsen exited 34 minutes ago, https://gist.github.com/anonymous/9a776baace59b2b11f5eb97010a8a2b4"
1255,,,,,,,represent the data as bytes
1256,,,,,,,in the events should be more details IMHO
1257,,,,,,,I use ingress too.
1258,,,,,,,aka unsecure self signed certs mess
1259,,,,,,,ah thanks Mate
1260,,,,,,,worker_connections 768;
1261,,,,,,,"Hi, moving forward on the same issue, is it possible to use ingress.kubernetes.io/server-snippet: annotation on the Ingress to add a custom location to nginx controller??"
1262,,,,,,,should work.
1263,,,,,,,Weird. I think you have a DNS issue. That would explain the MissingClusterDNS Warning.
1264,,,,,,,Thank you!
1265,,,,,,,Has anyone had any luck bypassing istio for egress traffic? Its described here https://istio.io/docs/tasks/traffic-management/egress.html But I cannot get this to work. I understand you can create rules for http but I need TCP traffic and have been having trouble calling external services directly
1266,,,,,,,kind: Ingress
1267,,,,,,,Slack bot launched as a pod.
1268,,,,,,,and it's probably 'systemd' not 'system'
1269,,,,,,,@3molo What about sudo docker ps on the 'xxyy'?
1270,,,,,,,@U7P7RBJEA are you quoting the port when you curl that? $ curl -l 10.10.10.222:5432
1271,,,,,,,my previous question is for everyone if you know the answer
1272,,,,,,,Oct 26 16:42:20 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:20.017921 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54070: remote error: tls: bad certificate
1273,,,,,,,kubectl get persistentvolumes -n blah
1274,,,,,,,Hi all. How does everyone track who created objects in Kubernetes from an audit perspective? Is there an admission controller that can tack on createdByUser/modifiedByUser?
1275,,,,,,,"@U7MP7D5EV, also what labels do you have on your master?"
1276,,,,,,,HTTP/1.1 404 0.23 secs: 19 bytes ==> GET /
1277,,,,,,,how do I do that?
1278,,,,,,,"Working on upgrading a kube cluster on 1.7.5 to 1.8.1, nodes are hanging on certificate_manager.go:361] Requesting new certificate. Did the cert rotation get enabled by default in 1.8 and how do I get it to receive a cert?"
1279,,,,,,,right
1280,,,,,,,the namespace of a context is the namespace within the cluster you want to use.
1281,,,,,,,selector:
1282,,,,,,,@high_on_bananas This side we have extensive on-premise resources - but not necessarily a good-enough Internet connection for full production services. End result is we have bw-intensive/latency-sensitive/customer-facing services in the cloud with the rest going on-premises. So we prefer not having our deployment strategy be dependent on specific cloud tech.
1283,,,,,,,kubectl config set-cluster..
1284,,,,,,,how to check this ?
1285,,,,,,,mountPath: /var/log
1286,,,,,,,"sorry, it's 1.11.2, 1.12.6, 1.13.1, and 17.03.2 for kubernetes 1.8"
1287,,,,,,,gotcha. have to dig into it a bit more. Found this on SO -- https://stackoverflow.com/questions/44663089/how-to-disable-sticky-sessions-in-openshift3 -- so set sticky off but still doing it. Will continue to dig in. thx!
1288,,,,,,,- host: main.foo.eu
1289,,,,,,,"For CICD we use gitlab it is really enterprise friendly, even in community edition. We replaced our buildbot and Jenkins."
1290,,,,,,,great!
1291,,,,,,,Hi @Channel I am trying to create a persistent Volume from a none default storageclass that can be shared between agents. I tried to modify kind: PersistentVolume apiVersion: v1 metadata: name: task-pv-volume-test labels: type: local spec: storageClassName: slow capacity: storage: 10Gi accessModes: - ReadWriteOnce hostPath: path: /tmp/data
